issuer_id,instrument_id,exchange,listing_id,isin,symbol,listing_date,end_date,status,identity_status,predecessor_instrument_id,successor_instrument_id
,ins_4c9b88140f826aa8,NSE,,,PNBHOUSING,2016-11-07,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_f203b728ec5f0f92,NSE,,,POLICYBZR,2021-11-15,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_6e675b5844535941,NSE,,,POLYCAB,2019-04-16,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_085ea6a86e0605ee,NSE,,,POONAWALLA,2004-04-27,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_c68c316dd026e084,NSE,,,POWERGRID,2007-10-05,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_d45dc3b7aa25a2a7,NSE,,,POWERINDIA,2020-03-30,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_4ec0dddb4a5cae26,NSE,,,PPLPHARMA,2022-10-19,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_bc50e4a3cda06848,NSE,,,PREMIERENE,2024-09-03,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_d71a9ad4951f06f0,NSE,,,PRESTIGE,2010-10-27,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_a9136bd20a693e6f,NSE,,,PWL,2025-11-18,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_9878a0ffec3a3aab,NSE,,,RADICO,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_0936092f9bdffe45,NSE,,,RAMCOCEM,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_4238c35d616ba393,NSE,,,RBLBANK,2016-08-31,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_e8c305ca9a4447da,NSE,,,RECLTD,2008-03-12,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_d4ac636cf644191c,NSE,,,REDINGTON,2007-02-15,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_90431749177fe9a9,NSE,,,RELIANCE,2000-01-03,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_065a38f63d71a624,NSE,,,RPOWER,2008-02-11,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_a9f5df7ff95727fc,NSE,,,RVNL,2019-04-11,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_0bac70a46c02598c,NSE,,,SAGILITY,2024-11-12,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_e0cec0c9fd86910b,NSE,,,SAIL,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_3edaff48d37e62ff,NSE,,,SAILIFE,2024-12-18,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_b9ffd81bde5b0af7,NSE,,,SARDAEN,2009-12-03,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_1717e34cc7c2365e,NSE,,,SBICARD,2015-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_2bb52ef7d79be5b4,NSE,,,SBILIFE,2017-10-03,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_4cafa4ab23254cfe,NSE,,,SBIN,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_75890ec7fceecae8,NSE,,,SHREECEM,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_5c05b6fc5af5ae2b,NSE,,,SHRIRAMFIN,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_4826d9b11a843c1b,NSE,,,SIEMENS,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_35f2989072c74156,NSE,,,SIGNATURE,2023-09-27,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_f78571e27981594b,NSE,,,SOLARINDS,2006-04-03,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_fb0d5c13b910c2c2,NSE,,,SONACOMS,2021-06-24,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_82b4a2ef295b69f3,NSE,,,SRF,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_b257b8876dad008d,NSE,,,STARHEALTH,2016-01-04,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_374e980f16fb6a78,NSE,,,SUNPHARMA,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_758fb1454b4dc509,NSE,,,SUPREMEIND,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_6f4c913bc438b8aa,NSE,,,SUZLON,2005-10-19,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_c3b17472965f016f,NSE,,,SWANCORP,2012-05-29,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_81ab5607169dfca7,NSE,,,SWIGGY,2024-11-13,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_7f22a0287c21b5ba,NSE,,,SYNGENE,2015-08-11,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_f9ae94ce8f4b33b0,NSE,,,TATACAP,2025-10-13,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_f4524e7583309947,NSE,,,TATACHEM,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_6975b21ac1c22f44,NSE,,,TATACOMM,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_525e5b8c6ad62d09,NSE,,,TATAELXSI,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_de95888d0049ca06,NSE,,,TATAINVEST,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_bfa5a16d22a133b6,NSE,,,TATAPOWER,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_0a7439a0ad0c0ca8,NSE,,,TATASTEEL,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_e017cc78a3133ca9,NSE,,,TATATECH,2023-11-30,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_7ea0a1c444a2080d,NSE,,,TCS,2004-08-25,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_392fc38dd9821771,NSE,,,TECHM,2006-08-28,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_e5cd090f2da35e34,NSE,,,TENNIND,2025-11-19,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_348b98450230145d,NSE,,,TIINDIA,2017-11-02,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_6f8e80cf7eee8b70,NSE,,,TITAN,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_d1426aaa92cfed6c,NSE,,,TMCV,2025-11-12,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_b01fcdcc1ee47066,NSE,,,TMPV,2000-01-03,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_3e6eb17e755198d6,NSE,,,TORNTPHARM,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_5287d7527ae536b5,NSE,,,TRENT,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_9a829eb36ce83375,NSE,,,TRITURBINE,2011-10-28,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_d71f4e407266845a,NSE,,,TVSMOTOR,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_f0514fb227db53a1,NSE,,,ULTRACEMCO,2004-08-24,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_06d87c57090bd4c5,NSE,,,UNIONBANK,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_eeaea4acc40a6149,NSE,,,UNITDSPR,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_b8d22c3b8443d958,NSE,,,UPL,2004-01-23,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_bd139c6713781400,NSE,,,URBANCO,2025-09-17,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_b2ee35bd5949f2c7,NSE,,,VBL,2016-11-08,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_7b3d1e822103e83c,NSE,,,VEDL,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_a8ae0ed56f209c44,NSE,,,VMM,2024-12-18,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_28d9aa3214d4f123,NSE,,,VOLTAS,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_c78201db462f924f,NSE,,,WAAREEENER,2024-10-28,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_918488bbd94e901c,NSE,,,WELCORP,2003-12-04,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_9a899038e809e768,NSE,,,WHIRLPOOL,2010-01-08,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_d74f337d319f6836,NSE,,,WIPRO,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_d606f85c209c7efd,NSE,,,WOCKPHARMA,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_3477e79c8f149575,NSE,,,YESBANK,2005-07-12,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_2fd9e5eca7ca2e82,NSE,,,ZENSARTECH,2003-01-01,,CURRENTLY_ACTIVE,UNRESOLVED,,
,ins_9481e7972eb0d320,NSE,,,ZYDUSLIFE,2003-01-27,,CURRENTLY_ACTIVE,UNRESOLVED,,
