symbol,date,close_to_close_return,classification
NIFTY100LOWVOL30,2018-06-07 00:00:00,0.6876467311288847,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-07 09:15:00,-0.4019180779138104,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-08 00:00:00,0.6679709059370813,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-08 09:15:00,-0.4010954921737898,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-11 00:00:00,0.6719647191144262,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-12 00:00:00,0.6713456951302113,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-13 00:00:00,0.6687705174300453,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-13 09:15:00,-0.40236648282806986,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-14 00:00:00,0.6690243639605395,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-14 09:15:00,-0.4016341001003705,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-15 00:00:00,0.673856959281167,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-15 09:15:00,-0.40423586774341,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-18 00:00:00,0.671591579775723,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-18 09:15:00,-0.402832864523874,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-19 00:00:00,0.6581164575922114,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-19 09:15:00,-0.40209432796082345,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-20 00:00:00,0.6775739021529532,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-20 09:15:00,-0.40341521798381275,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-21 00:00:00,0.6657198474495472,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-21 09:15:00,-0.40439308839838295,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-22 00:00:00,0.6890203615832782,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-22 09:15:00,-0.402387344938153,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-25 00:00:00,0.6691592863305926,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-25 09:15:00,-0.40450853520139274,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-26 00:00:00,0.6858405755165982,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-26 09:15:00,-0.4027876420454546,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-27 00:00:00,0.6656062633169813,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-27 09:15:00,-0.4044791393959588,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-28 00:00:00,0.6660738550075935,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-28 09:15:00,-0.40402629022392267,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-29 00:00:00,0.6972560147311859,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-06-29 09:15:00,-0.4034148510449088,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-07-02 00:00:00,0.6664082918442995,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
NIFTY100LOWVOL30,2018-07-02 09:15:00,-0.4028707905706397,SUSPECTED_CORPORATE_ACTION_OR_DATA_BREAK
