symbol,file,asset_class,sha256,earliest_date,latest_date,observations,missing_trading_sessions,missing_session_pct,large_internal_gaps_gt_5_sessions,largest_internal_gap_sessions,duplicate_dates,zero_or_negative_price_rows,zero_volume_rows,missing_volume_rows,turnover_available,suspected_listing_date,suspected_end_date,activity_status,corporate_action_discontinuities
ITI,ITI_DAILY.csv,EQUITY_CURRENT_MAP,9234c171b3618ab219c4e86d5b2da4f07345751944d129b320b10bfddd394cb6,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,1,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
JBMA,JBMA_DAILY.csv,EQUITY_CURRENT_MAP,e82f252450491ae9af66891d3743397d610d9d6c5bff517ac72c2e2127168fb3,2004-12-17 00:00:00,2026-08-13 00:00:00,5351,20,0.3726476616359232,0,0,0,0,194,0,False,2004-12-17 00:00:00,,CURRENTLY_ACTIVE,0
JINDALSTEL,JINDALSTEL_DAILY.csv,EQUITY_CURRENT_MAP,4cb163b8b0d612b6725e744eb019c717fb09f107cd5a106242458a927421d549,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,2
JMFINANCIL,JMFINANCIL_DAILY.csv,EQUITY_CURRENT_MAP,c3fef03cce3985de073a8ae53e00603ad818f742a75b28190447956fb7a4b223,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,921,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,1
JSWCEMENT,JSWCEMENT_DAILY.csv,EQUITY_CURRENT_MAP,ffa56dd0066b4b82591bc430de84ca872c45b7f344af91f3b687150e69d559ae,2025-08-14 00:00:00,2026-08-13 00:00:00,245,0,0.0,0,0,0,0,0,0,False,2025-08-14 00:00:00,,CURRENTLY_ACTIVE,0
JSWENERGY,JSWENERGY_DAILY.csv,EQUITY_CURRENT_MAP,1d244d0dd37e5200213b9dd1531faa7cb173cff7afca2868b709bb3bd5ef5fae,2010-01-04 00:00:00,2026-08-13 00:00:00,4108,13,0.3157639057566189,0,0,0,0,0,0,False,2010-01-04 00:00:00,,CURRENTLY_ACTIVE,0
JSWSTEEL,JSWSTEEL_DAILY.csv,EQUITY_CURRENT_MAP,3b78ff0d09c44e05106960609222d2fccb856c4b48fde0c2da985193ea4fab06,2005-03-23 00:00:00,2026-08-13 00:00:00,5286,19,0.35842293906810035,0,0,0,0,0,0,False,2005-03-23 00:00:00,,CURRENTLY_ACTIVE,0
JUBLFOOD,JUBLFOOD_DAILY.csv,EQUITY_CURRENT_MAP,324e65009148c284dd66e0f175d7876a95982088015d91cf103cd6d62cb2c7be,2010-02-08 00:00:00,2026-08-13 00:00:00,4084,12,0.2932551319648094,0,0,0,0,0,0,False,2010-02-08 00:00:00,,CURRENTLY_ACTIVE,0
JYOTICNC,JYOTICNC_DAILY.csv,EQUITY_CURRENT_MAP,cb6b90bf9714cd0209745fe0ba44060db3abc5cb9f0ef8ad16f817359574eef9,2024-01-16 00:00:00,2026-08-13 00:00:00,638,0,0.0,0,0,0,0,0,0,False,2024-01-16 00:00:00,,CURRENTLY_ACTIVE,0
KALYANKJIL,KALYANKJIL_DAILY.csv,EQUITY_CURRENT_MAP,f9fde2cc96c71ffbf961fb91a61dca963ed00a6714e97a84ebd41d2c946dd8f3,2021-03-26 00:00:00,2026-08-13 00:00:00,1333,0,0.0,0,0,0,0,0,0,False,2021-03-26 00:00:00,,CURRENTLY_ACTIVE,0
KARURVYSYA,KARURVYSYA_DAILY.csv,EQUITY_CURRENT_MAP,024c334549ff2b52de85c4da35fdd441b59a0df6e48055d146750209bcaaf730,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,1,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
KAYNES,KAYNES_DAILY.csv,EQUITY_CURRENT_MAP,cf15914631ab247fa28deb1312c1c384a20de680746d3219221293fd4e4a0fca,2022-11-22 00:00:00,2026-08-13 00:00:00,924,0,0.0,0,0,0,0,0,0,False,2022-11-22 00:00:00,,CURRENTLY_ACTIVE,0
KEC,KEC_DAILY.csv,EQUITY_CURRENT_MAP,ebdf01251abae65d9c631d9d272fbcca52a6f551c92219e3aed2cdd696739968,2006-03-10 00:00:00,2026-08-13 00:00:00,5046,17,0.33603478948408777,0,0,0,0,0,0,False,2006-03-10 00:00:00,,CURRENTLY_ACTIVE,0
KEI,KEI_DAILY.csv,EQUITY_CURRENT_MAP,9940fe182617101f9fa31c02cd35136f06ca74c53799be81a760445edd7f0f5e,2006-03-23 00:00:00,2026-08-13 00:00:00,5038,17,0.3365670164323896,0,0,0,0,1,0,False,2006-03-23 00:00:00,,CURRENTLY_ACTIVE,0
KFINTECH,KFINTECH_DAILY.csv,EQUITY_CURRENT_MAP,85fd64422320cd40555778aaf5342d3c5dd98fe324d3bf70dbf39cff90aa420f,2022-12-29 00:00:00,2026-08-13 00:00:00,897,0,0.0,0,0,0,0,0,0,False,2022-12-29 00:00:00,,CURRENTLY_ACTIVE,0
KOTAKBANK,KOTAKBANK_DAILY.csv,EQUITY_CURRENT_MAP,f72b18c81b7d7910c5992f26bcf14ac1f2c5ac79eed893e102cacad9422f0c0f,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
KPITTECH,KPITTECH_DAILY.csv,EQUITY_CURRENT_MAP,c0fd6a19c3410a5af07e71d434bd3d0fb04bb11b905ca362cbe7f77554eddc55,2019-04-22 00:00:00,2026-08-13 00:00:00,1813,0,0.0,0,0,0,0,0,0,False,2019-04-22 00:00:00,,CURRENTLY_ACTIVE,0
LALPATHLAB,LALPATHLAB_DAILY.csv,EQUITY_CURRENT_MAP,421a2f8a67137b9fd6c8caf734b0811ab3bf314a8d9f5394ca21b0d037cab079,2015-12-23 00:00:00,2026-08-13 00:00:00,2632,3,0.11402508551881414,0,0,0,0,0,0,False,2015-12-23 00:00:00,,CURRENTLY_ACTIVE,0
LAURUSLABS,LAURUSLABS_DAILY.csv,EQUITY_CURRENT_MAP,3eec7e0b2e43a4b973e7b81820ae464d00abb3f4cffa011e795152b339203841,2016-12-19 00:00:00,2026-08-13 00:00:00,2390,2,0.08375209380234507,0,0,0,0,0,0,False,2016-12-19 00:00:00,,CURRENTLY_ACTIVE,0
LENSKART,LENSKART_DAILY.csv,EQUITY_CURRENT_MAP,6e09128fb16938eaab652c07c5be0f0a316c18b572bcba027ba2b7249e743c8e,2025-11-10 00:00:00,2026-08-13 00:00:00,188,0,0.0,0,0,0,0,0,0,False,2025-11-10 00:00:00,,CURRENTLY_ACTIVE,0
LGEINDIA,LGEINDIA_DAILY.csv,EQUITY_CURRENT_MAP,a9cacb8b880d6b05b3fb019255c623456fb60a928ee703c7d11b5bd15735df62,2025-10-14 00:00:00,2026-08-13 00:00:00,205,0,0.0,0,0,0,0,0,0,False,2025-10-14 00:00:00,,CURRENTLY_ACTIVE,0
LICHSGFIN,LICHSGFIN_DAILY.csv,EQUITY_CURRENT_MAP,ee967efecae47c48f5260a9c20831e79e98f081c3737e7525dab216174c03193,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
LODHA,LODHA_DAILY.csv,EQUITY_CURRENT_MAP,00abb01ac4e7124677c7d2ecf7e3e9cb08aa969dc5841513869deed7590111c0,2021-04-19 00:00:00,2026-08-13 00:00:00,1320,0,0.0,0,0,0,0,0,0,False,2021-04-19 00:00:00,,CURRENTLY_ACTIVE,0
LT,LT_DAILY.csv,EQUITY_CURRENT_MAP,e5be45e3a426d9256290b15f3ecb94f4895a5cdde3c0460d5637e0476b1e2db1,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
LTF,LTF_DAILY.csv,EQUITY_CURRENT_MAP,ef6be337a14859f4e407d2febb8f86109722e38cdbfe47f3c6da8d14a800ca5d,2011-08-12 00:00:00,2026-08-13 00:00:00,3703,12,0.32336297493936944,0,0,0,0,0,0,False,2011-08-12 00:00:00,,CURRENTLY_ACTIVE,0
LTM,LTM_DAILY.csv,EQUITY_CURRENT_MAP,7cc92a0910e61aa57a8ecc79a9363fe25695a41960108b0cdb268ad81543adcf,2016-07-21 00:00:00,2026-08-13 00:00:00,2490,3,0.12053033346725593,0,0,0,0,0,0,False,2016-07-21 00:00:00,,CURRENTLY_ACTIVE,0
LUPIN,LUPIN_DAILY.csv,EQUITY_CURRENT_MAP,95d57f79bd815a11ffaf5b55bda357976a48099f845b96788271fe214c05f5fa,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
M&M,M&M_DAILY.csv,EQUITY_CURRENT_MAP,62e42d3f366f7eb60f0833c15cb64a717567e9366aa7f084eccf31c6fb996404,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
M&MFIN,M&MFIN_DAILY.csv,EQUITY_CURRENT_MAP,6b1b1e72dc46f7afa551d387bd5a4476e093639e2a5bb5b5fc911f28f703b79b,2006-03-17 00:00:00,2026-08-13 00:00:00,5042,17,0.3363006923837784,0,0,0,0,0,0,False,2006-03-17 00:00:00,,CURRENTLY_ACTIVE,0
MANAPPURAM,MANAPPURAM_DAILY.csv,EQUITY_CURRENT_MAP,b1793dacb8d478e33b791825cf6e408f396e6e26ae67fa5f650296137c0bafd8,2010-06-30 00:00:00,2026-08-13 00:00:00,3987,12,0.30037546933667086,0,0,0,0,0,0,False,2010-06-30 00:00:00,,CURRENTLY_ACTIVE,0
MANKIND,MANKIND_DAILY.csv,EQUITY_CURRENT_MAP,0b33968cd97771c1cbc44de6a56b1212f56f0aa98dbd5835e8645abd14a1876b,2023-05-09 00:00:00,2026-08-13 00:00:00,811,0,0.0,0,0,0,0,0,0,False,2023-05-09 00:00:00,,CURRENTLY_ACTIVE,0
MARICO,MARICO_DAILY.csv,EQUITY_CURRENT_MAP,67d9491ead475f5164ea17a1896c838685ba737c96a7a6fdd6c05251a81e91aa,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
MARUTI,MARUTI_DAILY.csv,EQUITY_CURRENT_MAP,bcc4fbc3d3070d1af529c565dc717929d3972993cc1c713212b6e3e98290c02f,2003-07-09 00:00:00,2026-08-13 00:00:00,5693,45,0.7847924659923264,1,22,0,0,0,0,False,2003-07-09 00:00:00,,CURRENTLY_ACTIVE,0
MAZDOCK,MAZDOCK_DAILY.csv,EQUITY_CURRENT_MAP,f970df98cf6776b79d9d73818b4157ae325695acefed5b11b23313bad0cf76fd,2017-12-04 00:00:00,2026-08-13 00:00:00,1456,697,32.433690088413215,8,561,0,8,0,0,False,2017-12-04 00:00:00,,CURRENTLY_ACTIVE,1
MCX,MCX_DAILY.csv,EQUITY_CURRENT_MAP,f6b51583a52a96deb7c07fdc970c1f81e93745bf38fefce8d0cf0020a139bcdf,2012-03-09 00:00:00,2026-08-13 00:00:00,3565,9,0.25210084033613445,0,0,0,0,0,0,False,2012-03-09 00:00:00,,CURRENTLY_ACTIVE,0
MEESHO,MEESHO_DAILY.csv,EQUITY_CURRENT_MAP,7cab61144d5f9bd4b1f29792d8b1c64375f211311386338c2dc194ad8fb2568a,2025-12-10 00:00:00,2026-08-13 00:00:00,166,0,0.0,0,0,0,0,0,0,False,2025-12-10 00:00:00,,CURRENTLY_ACTIVE,0
MFSL,MFSL_DAILY.csv,EQUITY_CURRENT_MAP,85027dc85489b36ef7f981f082657dc7c92076d842cca48d6f4bdfae4d36e166,2000-05-02 00:00:00,2026-08-13 00:00:00,6468,69,1.0561763355273228,1,65,0,0,0,0,False,2000-05-02 00:00:00,,CURRENTLY_ACTIVE,3
MOTHERSON,MOTHERSON_DAILY.csv,EQUITY_CURRENT_MAP,f929ddd9359a863ea8db43f814210d34093a86c86511274dbfd6a323526e7f9b,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,9,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
MOTILALOFS,MOTILALOFS_DAILY.csv,EQUITY_CURRENT_MAP,70f7bd7126c8a9e8c27b8ec86bbd8f25351538cae73874162a49a950b74ceb79,2007-09-11 00:00:00,2026-08-13 00:00:00,4673,14,0.29895366218236175,0,0,0,0,0,0,False,2007-09-11 00:00:00,,CURRENTLY_ACTIVE,0
MPHASIS,MPHASIS_DAILY.csv,EQUITY_CURRENT_MAP,ccc3d1480fcd75bc03b9b11db4424f21f8053398dda229764e503fd88a9844bd,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,1
MRF,MRF_DAILY.csv,EQUITY_CURRENT_MAP,86b78addd8985c0ce8d38d525c06465c9194818b2d3a2e3b44c329f91f648a10,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
MRPL,MRPL_DAILY.csv,EQUITY_CURRENT_MAP,0b1f36845b391801316a1a81d50b41bf18fbaeaab04287460454431234014be4,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
MUTHOOTFIN,MUTHOOTFIN_DAILY.csv,EQUITY_CURRENT_MAP,79094e072724a2f1b66923492c2b8e87a05537ddd685513a43b35422fd839ef4,2011-05-06 00:00:00,2026-08-13 00:00:00,3773,12,0.3173763554615181,0,0,0,0,0,0,False,2011-05-06 00:00:00,,CURRENTLY_ACTIVE,0
NATCOPHARM,NATCOPHARM_DAILY.csv,EQUITY_CURRENT_MAP,b50171cb61f9bdcb3ce1be8ab85b95343217ed862d66d3b3fa38896b5608f7f3,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,1,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
NATIONALUM,NATIONALUM_DAILY.csv,EQUITY_CURRENT_MAP,037de473c5bb875976c14e8d24ee18738e97a72740cd0c76a408fc80825f27db,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
NAUKRI,NAUKRI_DAILY.csv,EQUITY_CURRENT_MAP,1b46203eb545d1adc8cd578684ec5a1e7a07c011335fdebf7dfc8982abb6fdee,2006-11-21 00:00:00,2026-08-13 00:00:00,4873,14,0.2867089903747696,0,0,0,0,1,0,False,2006-11-21 00:00:00,,CURRENTLY_ACTIVE,0
NAVINFLUOR,NAVINFLUOR_DAILY.csv,EQUITY_CURRENT_MAP,824c359622684bd6f33ae056f55cc974ca8cf5732fcb3503c75211bb32f6773e,2007-06-01 00:00:00,2026-08-13 00:00:00,4744,14,0.2944888514934792,0,0,0,0,1,0,False,2007-06-01 00:00:00,,CURRENTLY_ACTIVE,0
NBCC,NBCC_DAILY.csv,EQUITY_CURRENT_MAP,4446a135871c6cf3b127358d8dd5bb42df37878f5a2f215c56e728366bcf70a1,2012-04-12 00:00:00,2026-08-13 00:00:00,3543,9,0.25366403607666294,0,0,0,0,0,0,False,2012-04-12 00:00:00,,CURRENTLY_ACTIVE,0
NESTLEIND,NESTLEIND_DAILY.csv,EQUITY_CURRENT_MAP,dc50f91b161a34400ba135c5c257b1180406931532104b793300c6a1c7e70b0f,2010-01-08 00:00:00,2026-08-13 00:00:00,4104,13,0.3160709944079747,0,0,0,0,0,0,False,2010-01-08 00:00:00,,CURRENTLY_ACTIVE,0
NETWEB,NETWEB_DAILY.csv,EQUITY_CURRENT_MAP,e24f52f06f11af73794de736abd6604c30eaaccf292da12f345c297be47555c0,2023-07-27 00:00:00,2026-08-13 00:00:00,755,0,0.0,0,0,0,0,0,0,False,2023-07-27 00:00:00,,CURRENTLY_ACTIVE,0
NEULANDLAB,NEULANDLAB_DAILY.csv,EQUITY_CURRENT_MAP,c4bcfcdb56939a82ef8fb686da10f382e6e19072e0f6d624ec0e7b0b0ae3707e,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,1462,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,1
NH,NH_DAILY.csv,EQUITY_CURRENT_MAP,3f384bc72c615436dc5bf41d3e9e3c79eae3a93a39f9c17a7dcdbc099695e83f,2016-01-06 00:00:00,2026-08-13 00:00:00,2623,3,0.11441647597254005,0,0,0,0,0,0,False,2016-01-06 00:00:00,,CURRENTLY_ACTIVE,0
NHPC,NHPC_DAILY.csv,EQUITY_CURRENT_MAP,3a387db70d372699ba682a966f689f15e9a0258fc16cdbc9356a84710865c320,2009-09-01 00:00:00,2026-08-13 00:00:00,4188,14,0.3334921391138637,0,0,0,0,0,0,False,2009-09-01 00:00:00,,CURRENTLY_ACTIVE,0
NIFTY100,NIFTY100_DAILY.csv,BENCHMARK_OR_INDEX,56b87b9ab39d858a91061e41ca131a73989fc5e97ae4048652e38145f5484921,2003-01-02 00:00:00,2026-08-13 00:00:00,5863,0,0.0,0,0,0,0,5850,0,False,2003-01-02 00:00:00,,CURRENTLY_ACTIVE,0
NIFTY100ALPHA30,NIFTY100ALPHA30_DAILY.csv,BENCHMARK_OR_INDEX,0d65043bf5698c001269ee4e49a188b816da5e0b3564af15ce56ee4b807e3e11,2005-04-01 00:00:00,2026-07-20 00:00:00,5282,0,0.0,0,0,0,0,5282,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY100ENHANCEDESG,NIFTY100ENHANCEDESG_DAILY.csv,BENCHMARK_OR_INDEX,c9576acca921cc8d1d3ef71d60b6cebecf5669087fab7d662a04435506a1a21a,2011-04-01 00:00:00,2026-07-20 00:00:00,3790,0,0.0,0,0,0,0,3790,0,False,2011-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY100EQLWGT,NIFTY100EQLWGT_DAILY.csv,BENCHMARK_OR_INDEX,887a21db427e02eb0b37ba0568061b54caf3d5dc9fbf844932d4c90b129fbc27,2003-01-01 00:00:00,2026-07-20 00:00:00,5859,0,0.0,0,0,0,0,5859,0,False,2003-01-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,6
NIFTY100ESG,NIFTY100ESG_DAILY.csv,BENCHMARK_OR_INDEX,25b5230825668153d036ea7fdf3df27aa09da6f97045c9e32eb32a0fe42f577a,2011-04-01 00:00:00,2026-07-20 00:00:00,3785,5,0.13192612137203166,1,5,0,0,3785,0,False,2011-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY100ESGSECLDR,NIFTY100ESGSECLDR_DAILY.csv,BENCHMARK_OR_INDEX,bb179460669331895d189686d9a4ff0c360914ef076b8774a370e6b2c9e8d8dd,2014-01-01 00:00:00,2026-07-20 00:00:00,2930,174,5.605670103092783,3,160,0,0,2930,0,False,2014-01-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY100LIQ15,NIFTY100LIQ15_DAILY.csv,BENCHMARK_OR_INDEX,4cc908b0d922512db651d0c47447663dcde6510ddbf5114047d0e55391d57763,2009-01-01 00:00:00,2026-07-20 00:00:00,5110,0,0.0,0,0,0,0,5110,0,False,2009-01-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY100LOWVOL30,NIFTY100LOWVOL30_DAILY.csv,BENCHMARK_OR_INDEX,b1e18feabac0a660b572b0111da5c6718515a769598bab9e1f783706cdca32dd,2005-04-01 00:00:00,2026-07-20 00:00:00,5454,0,0.0,0,0,0,0,5454,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,320
NIFTY100QUALTY30,NIFTY100QUALTY30_DAILY.csv,BENCHMARK_OR_INDEX,8ee93c6e2c9ac5e803259e10caa428cf2e5318a345ea4c9797ec6ff02ca99860,2009-10-01 00:00:00,2026-07-20 00:00:00,4129,134,3.2172869147659062,1,134,0,0,4129,0,False,2009-10-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,7
NIFTY200,NIFTY200_DAILY.csv,BENCHMARK_OR_INDEX,eb6ec7bb581fc113aff2517a4ca77866a5fd1be2a303f142a9a0abf234aae687,2004-01-01 00:00:00,2026-08-13 00:00:00,5610,0,0.0,0,0,0,0,5597,0,False,2004-01-01 00:00:00,,CURRENTLY_ACTIVE,0
NIFTY200ALPHA30,NIFTY200ALPHA30_DAILY.csv,BENCHMARK_OR_INDEX,4f985f7df1a03ab4fc128cac7e4234362eef9b044460e8db9a6ae24b6f73b059,2005-04-01 00:00:00,2026-07-20 00:00:00,5282,0,0.0,0,0,0,0,5282,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY200MOMENTM30,NIFTY200MOMENTM30_DAILY.csv,BENCHMARK_OR_INDEX,039c5a790922293dfb793cbe89df8c9a937e5c1efc41972cc71cca3b7339c9f7,2005-04-01 00:00:00,2026-07-20 00:00:00,5268,14,0.2650511170011359,2,5,0,0,5268,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY200QUALTY30,NIFTY200QUALTY30_DAILY.csv,BENCHMARK_OR_INDEX,98400fb7143ed4e987920031cbea9f654c3890c72a9f5d8d95a0f764e3311658,2005-04-01 00:00:00,2026-07-20 00:00:00,5288,0,0.0,0,0,0,0,5288,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,2
NIFTY200VALUE30,NIFTY200VALUE30_DAILY.csv,BENCHMARK_OR_INDEX,f3deec3bf63804d6e8ebd776afcae5629df6e759b1bacac433329c2c1f3c1ecf,2005-04-01 00:00:00,2026-07-20 00:00:00,5282,0,0.0,0,0,0,0,5282,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY50,NIFTY50_DAILY.csv,BENCHMARK_OR_INDEX,f6fd5a0b26f946326491d260280073459d57621fc3a328a0373bacd5a99bd625,2000-01-03 00:00:00,2026-08-13 00:00:00,6613,0,0.0,0,0,0,0,6600,0,False,2000-01-03 00:00:00,,CURRENTLY_ACTIVE,0
NIFTY500,NIFTY500_DAILY.csv,BENCHMARK_OR_INDEX,8227bf1784c1f0c2e49a8cedfd085f75d8d899b60d69fe467b12286a8a216607,2000-01-03 00:00:00,2026-08-13 00:00:00,6612,1,0.015121729925903523,0,0,0,0,6599,0,False,2000-01-03 00:00:00,,CURRENTLY_ACTIVE,0
NIFTY500EQUALWEIGHT,NIFTY500EQUALWEIGHT_DAILY.csv,BENCHMARK_OR_INDEX,2b768049b73d00604c4af4ed96b9be1bdc1125b966131582f682adc84b1a3c72,2005-04-01 00:00:00,2026-07-20 00:00:00,5282,0,0.0,0,0,0,0,5282,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY500FLEXICAP,NIFTY500FLEXICAP_DAILY.csv,BENCHMARK_OR_INDEX,941484d86696d5a23125a5375fcf87b149a7419d60c9f21b9b9f8e2102c3b0e5,2025-11-10 00:00:00,2026-07-20 00:00:00,171,0,0.0,0,0,0,0,171,0,False,2025-11-10 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY500HEALTH,NIFTY500HEALTH_DAILY.csv,BENCHMARK_OR_INDEX,1a37ae69db99722bbfc91f94de95ed4b74c3957b21e94c7f568f18b1b68b3451,2025-11-07 00:00:00,2026-07-20 00:00:00,172,0,0.0,0,0,0,0,172,0,False,2025-11-07 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY500LMSEQL,NIFTY500LMSEQL_DAILY.csv,BENCHMARK_OR_INDEX,b844f2bb2f6cd8e80732c02603fcf8e2a131e01c76baccf158939a8982c0383d,2005-04-01 00:00:00,2026-07-20 00:00:00,5282,0,0.0,0,0,0,0,5282,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY500LOWVOL50,NIFTY500LOWVOL50_DAILY.csv,BENCHMARK_OR_INDEX,5f56161418f1cf0921fbe8f1f0ef8e5cc31fe8a8471fb4bb59a471b95d88eb4b,2005-04-01 00:00:00,2026-07-20 00:00:00,5282,0,0.0,0,0,0,0,5282,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY500MOMENTM50,NIFTY500MOMENTM50_DAILY.csv,BENCHMARK_OR_INDEX,e4b9bf0a4f8bd55c144e8ce92045d6aed81827934e0e7542aec6891b1a2757b6,2005-04-01 00:00:00,2026-07-20 00:00:00,5282,0,0.0,0,0,0,0,5282,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY500MQVLV50,NIFTY500MQVLV50_DAILY.csv,BENCHMARK_OR_INDEX,df8c412857b38b49ebf6e566c6ddc05480a26b105c62c4f21db43476bb3de172,2005-04-01 00:00:00,2026-07-20 00:00:00,5282,0,0.0,0,0,0,0,5282,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY500MULTICAP,NIFTY500MULTICAP_DAILY.csv,BENCHMARK_OR_INDEX,5e6a6bfe4deb87b1eabaa0ff482054072be932b9fc2e420973dd987925b6e6dc,2005-04-01 00:00:00,2026-07-20 00:00:00,5270,12,0.22718667171525936,2,5,0,0,5270,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY500QLTY50,NIFTY500QLTY50_DAILY.csv,BENCHMARK_OR_INDEX,9462c907d5bb43e52a5c43fa9fcb30583ba0be220076d756f88905e61a459c0a,2005-04-01 00:00:00,2026-07-20 00:00:00,5282,0,0.0,0,0,0,0,5282,0,False,2005-04-01 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
NIFTY500SHARIAH,NIFTY500SHARIAH_DAILY.csv,BENCHMARK_OR_INDEX,71c608a0e0692cb1096e06f79009716421766f8b6b73ebb280a3d885ab53fd0f,2006-12-29 00:00:00,2026-07-20 00:00:00,4843,0,0.0,0,0,0,0,4843,0,False,2006-12-29 00:00:00,2026-07-20 00:00:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
