symbol,file,asset_class,sha256,earliest_date,latest_date,observations,missing_trading_sessions,missing_session_pct,large_internal_gaps_gt_5_sessions,largest_internal_gap_sessions,duplicate_dates,zero_or_negative_price_rows,zero_volume_rows,missing_volume_rows,turnover_available,suspected_listing_date,suspected_end_date,activity_status,corporate_action_discontinuities
COCHINSHIP,COCHINSHIP_DAILY.csv,EQUITY_CURRENT_MAP,f5eb605eaf8fe29e69130a2f789779e2665e7505aca4705c98475ac011dbb3e1,2017-08-11 00:00:00,2026-08-13 00:00:00,2228,2,0.08984725965858041,0,0,0,0,0,0,False,2017-08-11 00:00:00,,CURRENTLY_ACTIVE,0
COFORGE,COFORGE_DAILY.csv,EQUITY_CURRENT_MAP,e3ce6c68c2e576e786716ea05fd9d243131ef24bd1cc6dc97cfbb01a98ed3549,2004-08-30 00:00:00,2026-08-13 00:00:00,5427,20,0.36744442403086536,0,0,0,0,0,0,False,2004-08-30 00:00:00,,CURRENTLY_ACTIVE,0
COHANCE,COHANCE_DAILY.csv,EQUITY_CURRENT_MAP,9949384bd83e81a960ad8c893f8adba04ece425f55376a1c5a98086c63d90010,2015-01-01 00:00:00,2026-08-13 00:00:00,1615,1262,43.92620953706927,1,1262,0,0,0,0,False,2015-01-01 00:00:00,,CURRENTLY_ACTIVE,2
COLPAL,COLPAL_DAILY.csv,EQUITY_CURRENT_MAP,b82a913976e6013cbc26ebee663243df5a9eced5a27c73553dcb3f443aa6eee6,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,12,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
CONCOR,CONCOR_DAILY.csv,EQUITY_CURRENT_MAP,077d3a457e63f43614ab3bfdf5a0fb82e565d1cd62d9a1e674b062dee5e37306,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
COROMANDEL,COROMANDEL_DAILY.csv,EQUITY_CURRENT_MAP,995894b0d99592214260b216eb72c5baae04477cbba9153e89eb96b72f262632,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,3,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
CREDITACC,CREDITACC_DAILY.csv,EQUITY_CURRENT_MAP,f9d125b3145d931b0a6b1fe6ad3c6833c2b78bf1ef8a9bb8e5e9ac15db93fc1e,2018-08-23 00:00:00,2026-08-13 00:00:00,1973,1,0.050761421319796954,0,0,0,0,0,0,False,2018-08-23 00:00:00,,CURRENTLY_ACTIVE,0
CROMPTON,CROMPTON_DAILY.csv,EQUITY_CURRENT_MAP,34f524c4afb69f33b8b66e58ac3145916c35182438da3d456fcae71d5ae57558,2016-05-13 00:00:00,2026-08-13 00:00:00,2538,3,0.11824990145841545,0,0,0,0,0,0,False,2016-05-13 00:00:00,,CURRENTLY_ACTIVE,0
CUB,CUB_DAILY.csv,EQUITY_CURRENT_MAP,b190a40f0fbb69452ff7ee239ade42f66205601beff65b00434c061af792a1f3,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
CUMMINSIND,CUMMINSIND_DAILY.csv,EQUITY_CURRENT_MAP,a1474353995dac42136992288ae639858472c8ccca90a996be4d7cb9fff0595c,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
DABUR,DABUR_DAILY.csv,EQUITY_CURRENT_MAP,7310c4bacbc2588c3b0b6ad7be805034ab411e80fb326d515e9e98156036425c,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
DATAPATTNS,DATAPATTNS_DAILY.csv,EQUITY_CURRENT_MAP,453607582984d96259c357f9c60de165a1dd69e9bf649bba45b743077ea9b042,2021-12-24 00:00:00,2026-08-13 00:00:00,1149,0,0.0,0,0,0,0,0,0,False,2021-12-24 00:00:00,,CURRENTLY_ACTIVE,0
DEEPAKFERT,DEEPAKFERT_DAILY.csv,EQUITY_CURRENT_MAP,7a78cbf4289a114693281b3593cb98930ee2f31f7f02e6c5c7eb56cdf40e1e0e,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
DELHIVERY,DELHIVERY_DAILY.csv,EQUITY_CURRENT_MAP,2e0be0c202e4e2fd38014f4bd65e229f9c0a9a01c00f2d41b2d26fcc048e26bc,2016-01-18 00:00:00,2026-08-13 00:00:00,1056,1562,59.75516449885233,6,1471,0,0,0,0,False,2016-01-18 00:00:00,,CURRENTLY_ACTIVE,1
DEVYANI,DEVYANI_DAILY.csv,EQUITY_CURRENT_MAP,f751f8b3c636c70ba495b50a943388b511e6e8aefd8e367b98bfd405293c2d86,2021-08-16 00:00:00,2026-08-13 00:00:00,1238,0,0.0,0,0,0,0,0,0,False,2021-08-16 00:00:00,,CURRENTLY_ACTIVE,0
DIVISLAB,DIVISLAB_DAILY.csv,EQUITY_CURRENT_MAP,a6fa9f85139c6c27c8bea271bae84676e63e807a00aa5b6ea25b3588a8d49928,2003-03-12 00:00:00,2026-08-13 00:00:00,5773,46,0.7910576096302665,1,22,0,0,0,0,False,2003-03-12 00:00:00,,CURRENTLY_ACTIVE,0
DIXON,DIXON_DAILY.csv,EQUITY_CURRENT_MAP,7abaac4b017cbb1cd10ea90f53920df84dd288004e8cb67bf689b474d9e88347,2017-09-18 00:00:00,2026-08-13 00:00:00,2204,2,0.09082652134423251,0,0,0,0,0,0,False,2017-09-18 00:00:00,,CURRENTLY_ACTIVE,0
DLF,DLF_DAILY.csv,EQUITY_CURRENT_MAP,a5f28d67fc5b21a2dd033583a509b6b1b65a784e7b83093704b5c83555cc97ad,2007-07-05 00:00:00,2026-08-13 00:00:00,4720,14,0.2959830866807611,0,0,0,0,0,0,False,2007-07-05 00:00:00,,CURRENTLY_ACTIVE,0
DMART,DMART_DAILY.csv,EQUITY_CURRENT_MAP,6e50c57b3717828aa7eb51afe0e1326bcc26ad64ce6f765ea770d4eed58cd493,2017-03-21 00:00:00,2026-08-13 00:00:00,2327,2,0.08602150537634409,0,0,0,0,0,0,False,2017-03-21 00:00:00,,CURRENTLY_ACTIVE,0
DRREDDY,DRREDDY_DAILY.csv,EQUITY_CURRENT_MAP,1edeb5bac06df5e9d54a80123317e62fcb270e6c7d762fd07b55fb3814aea96e,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
EICHERMOT,EICHERMOT_DAILY.csv,EQUITY_CURRENT_MAP,cd3ff1ab026fe7a7936450271b4cc46f64d3a2cc8aaa5d5c6c88c877ec1da3fe,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
ENRIN,ENRIN_DAILY.csv,EQUITY_CURRENT_MAP,a92a2e57b527dc69e5230b94de5c8bc283fda06630f21aeb6e32fe8192c1df70,2025-06-19 00:00:00,2026-08-13 00:00:00,285,0,0.0,0,0,0,0,0,0,False,2025-06-19 00:00:00,,CURRENTLY_ACTIVE,0
EXIDEIND,EXIDEIND_DAILY.csv,EQUITY_CURRENT_MAP,19ce3b15acc9e1b2749ad60606250775175dc447e2fa8a19932bf988f4ee4512,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,1,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
FEDERALBNK,FEDERALBNK_DAILY.csv,EQUITY_CURRENT_MAP,cd7fda6deb1cf3a814904c22ebeacde009936dca1f1ca61100c6b2b5080e0522,2000-01-04 00:00:00,2026-08-13 00:00:00,6616,0,0.0,0,0,0,0,0,0,False,2000-01-04 00:00:00,,CURRENTLY_ACTIVE,1
FIRSTCRY,FIRSTCRY_DAILY.csv,EQUITY_CURRENT_MAP,b4117cf34acd2e4ce5362b36de60eebbad594bf7db29e5c3810601a9f71827f1,2024-08-13 00:00:00,2026-08-13 00:00:00,496,0,0.0,0,0,0,0,0,0,False,2024-08-13 00:00:00,,CURRENTLY_ACTIVE,0
FIVESTAR,FIVESTAR_DAILY.csv,EQUITY_CURRENT_MAP,e9e1450533bb945ee99106111ea2f30a49140e60214761924d53de062f4c925a,2022-11-21 00:00:00,2026-08-13 00:00:00,925,0,0.0,0,0,0,0,0,0,False,2022-11-21 00:00:00,,CURRENTLY_ACTIVE,0
FORCEMOT,FORCEMOT_DAILY.csv,EQUITY_CURRENT_MAP,182517e6b7d05a7f14132fbacbb5f96d3cf6d7e63ac6f8e86d4c0ccba029d277,2019-08-20 00:00:00,2026-08-13 00:00:00,1656,76,4.398148148148148,1,76,0,0,0,0,False,2019-08-20 00:00:00,,CURRENTLY_ACTIVE,0
FORTIS,FORTIS_DAILY.csv,EQUITY_CURRENT_MAP,fd30117c9a45a686fe560068289f3dec5f450577a3bdee60248cbd4eb9d18a9f,2007-05-09 00:00:00,2026-08-13 00:00:00,4761,14,0.2934395304967512,0,0,0,0,0,0,False,2007-05-09 00:00:00,,CURRENTLY_ACTIVE,0
FSL,FSL_DAILY.csv,EQUITY_CURRENT_MAP,f02dd94b8d09c74eefc14ee02dc384974462547e39c98991a248ed8c2f6e2abc,2007-02-22 00:00:00,2026-08-13 00:00:00,4811,14,0.2903961833644472,0,0,0,0,0,0,False,2007-02-22 00:00:00,,CURRENTLY_ACTIVE,0
GAIL,GAIL_DAILY.csv,EQUITY_CURRENT_MAP,3397e189b0e9d59d0a04715800ae7e3a805aa79d5f2a1d567e8ed0e2d5fe3ce6,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,1
GESHIP,GESHIP_DAILY.csv,EQUITY_CURRENT_MAP,9b6f7cd7543bab2d7176220dc2a5e60f5b1067bded6fb4e27e9468395e0aa1de,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,13,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
GLAND,GLAND_DAILY.csv,EQUITY_CURRENT_MAP,13f9eafe8f098a28b41b97555b358aa978973514ae8ad62a5d02216c201f02e8,2020-11-20 00:00:00,2026-08-13 00:00:00,1419,0,0.0,0,0,0,0,0,0,False,2020-11-20 00:00:00,,CURRENTLY_ACTIVE,0
GLENMARK,GLENMARK_DAILY.csv,EQUITY_CURRENT_MAP,3760bc02150d9d17ffa5d16d88a04b1d0c168cb2da6d5b3e811f90eeddc10b22,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,1,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
GMDCLTD,GMDCLTD_DAILY.csv,EQUITY_CURRENT_MAP,bc732bcf0a68af8dbe62487e09e5dcab77fee212c9b33f1631ac6a0a2ad6587f,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
GMRAIRPORT,GMRAIRPORT_DAILY.csv,EQUITY_CURRENT_MAP,fd1cf854914a81c57d4a605bdcdc456247f1abc2c76cda5ef399f9966dadc45d,2006-08-21 00:00:00,2026-08-13 00:00:00,4936,15,0.30321406913280774,0,0,0,0,0,0,False,2006-08-21 00:00:00,,CURRENTLY_ACTIVE,0
GODFRYPHLP,GODFRYPHLP_DAILY.csv,EQUITY_CURRENT_MAP,e15a648a35288ba21600bd911654d179cf6c5843d8ffe3cf9fabec1c5f9db2f7,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,8,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
GODREJCP,GODREJCP_DAILY.csv,EQUITY_CURRENT_MAP,6bbd84fddfe81e85ed9e8e7b30af29c586dc72c4e4da7fa44dd064b547264dda,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
GODREJPROP,GODREJPROP_DAILY.csv,EQUITY_CURRENT_MAP,1eb329022733db9f79d1cff123878aa0a7328fe7fe15683cde3c41f894cd546b,2010-01-05 00:00:00,2026-08-13 00:00:00,4107,13,0.31584062196307094,0,0,0,0,0,0,False,2010-01-05 00:00:00,,CURRENTLY_ACTIVE,0
GPIL,GPIL_DAILY.csv,EQUITY_CURRENT_MAP,43594cc73e0f5568e287efae5522661ab985ea194c18a033d52b8b0217f01632,2006-04-25 00:00:00,2026-08-13 00:00:00,5018,17,0.33790498906777977,0,0,0,0,0,0,False,2006-04-25 00:00:00,,CURRENTLY_ACTIVE,0
GRASIM,GRASIM_DAILY.csv,EQUITY_CURRENT_MAP,f1a15af9b0f345c0af0c352e6b8b57b7a32a5aebb1b102f0a5b5aa27047b6494,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
GROWW,GROWW_DAILY.csv,EQUITY_CURRENT_MAP,cda5cb6d294ec49c1ce8e1bb4ca3394f698ad0affde48bd1c85ade4961dbb913,2025-11-12 00:00:00,2026-08-13 00:00:00,186,0,0.0,0,0,0,0,0,0,False,2025-11-12 00:00:00,,CURRENTLY_ACTIVE,0
GRSE,GRSE_DAILY.csv,EQUITY_CURRENT_MAP,25601d74a5c87a661a354bc2cdf9226876c1440203d33674ea94b1a2684e33f6,2018-10-10 00:00:00,2026-08-13 00:00:00,1942,1,0.05157297576070139,0,0,0,0,0,0,False,2018-10-10 00:00:00,,CURRENTLY_ACTIVE,0
GVT&D,GVT&D_DAILY.csv,EQUITY_CURRENT_MAP,9a2c6d7c43a569d250a9daff6681f798f6b8822f469110747ed6b0e7e03dc8da,2008-06-30 00:00:00,2026-08-13 00:00:00,4474,14,0.31222123104371097,0,0,0,0,0,0,False,2008-06-30 00:00:00,,CURRENTLY_ACTIVE,0
HAL,HAL_DAILY.csv,EQUITY_CURRENT_MAP,91f5c7b0db21cbbfd9229e8a8f4fd6fa6f23b7bbab4ce4a70812edf81e5af91a,2018-03-28 00:00:00,2026-08-13 00:00:00,2074,1,0.04828585224529213,0,0,0,0,0,0,False,2018-03-28 00:00:00,,CURRENTLY_ACTIVE,0
HANGSENGBEES-NAV,HANGSENGBEES-NAV_DAILY.csv,OTHER_NON_EQUITY_OR_UNRESOLVED,13d9e39c5e2f1194b62e733192d5add14323ccf0d89505e8ae1f20c8054792fc,2015-02-02 00:00:00,2018-11-30 09:15:00,716,853,89.9789029535865,0,0,0,0,716,0,False,2015-02-02 00:00:00,2018-11-30 09:15:00,TERMINATED_OR_SOURCE_ENDED_UNRESOLVED,0
HAVELLS,HAVELLS_DAILY.csv,EQUITY_CURRENT_MAP,0b8a090e9fd42a3f564cee1d0a6aa3f35b17519f5879ce02d5d90fcac0d60c40,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,1,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,2
HBLENGINE,HBLENGINE_DAILY.csv,EQUITY_CURRENT_MAP,ba016140d26051e85b095f3c7be11d717963e554ad3d405bac725cb04d1df3c8,2007-01-04 00:00:00,2026-08-13 00:00:00,4843,14,0.288481351741191,0,0,0,0,2,0,False,2007-01-04 00:00:00,,CURRENTLY_ACTIVE,0
HCLTECH,HCLTECH_DAILY.csv,EQUITY_CURRENT_MAP,23ff10814213d116a3352a597cedffefa4da1ceb4de0738499488b4ef578922f,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
HDFCAMC,HDFCAMC_DAILY.csv,EQUITY_CURRENT_MAP,6d56f277217c44172132ddd403316383f0ede55712d1c809424127c867ea196a,2018-08-06 00:00:00,2026-08-13 00:00:00,1984,1,0.05047955577990914,0,0,0,0,0,0,False,2018-08-06 00:00:00,,CURRENTLY_ACTIVE,0
HDFCBANK,HDFCBANK_DAILY.csv,EQUITY_CURRENT_MAP,33e37170c316045bfa67ad492017b5df21e0e3b070cd96daaf2fe467ed543869,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
HDFCLIFE,HDFCLIFE_DAILY.csv,EQUITY_CURRENT_MAP,a5e7cb018ecb6faad0994a30d0e09e6a90689a7e6761846fb1af0ddcba8bc001,2017-11-17 00:00:00,2026-08-13 00:00:00,2163,1,0.046296296296296294,0,0,0,0,0,0,False,2017-11-17 00:00:00,,CURRENTLY_ACTIVE,0
HEROMOTOCO,HEROMOTOCO_DAILY.csv,EQUITY_CURRENT_MAP,5f619f9ded41991c64d7332adbefe94b4c102100a6bed4fab8c9cc1e083e066b,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
HINDALCO,HINDALCO_DAILY.csv,EQUITY_CURRENT_MAP,dfb93f30ea45be672f2653a84c553a4ce915854083dea223aa67a307ad54b6e4,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
HINDCOPPER,HINDCOPPER_DAILY.csv,EQUITY_CURRENT_MAP,4a437789fea2bdc2605c29dc3707f9aca8119229045620c2154f62bd8a94fc41,2010-01-08 00:00:00,2026-08-13 00:00:00,4104,13,0.3160709944079747,0,0,0,0,0,0,False,2010-01-08 00:00:00,,CURRENTLY_ACTIVE,0
HINDPETRO,HINDPETRO_DAILY.csv,EQUITY_CURRENT_MAP,0496625b402717bef7966279de13bfd274381be4869de8bbf37ecbbed0406e84,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,2
HINDUNILVR,HINDUNILVR_DAILY.csv,EQUITY_CURRENT_MAP,f893027c55eeac931d64e6bb7c697e180f0df64a19562b591344767e9c2ac0ea,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
HINDZINC,HINDZINC_DAILY.csv,EQUITY_CURRENT_MAP,710cc16463807f43f1fb37691043a3fd37c3c836522be3bfeee5ea8af88ebb50,2003-01-01 00:00:00,2026-08-13 00:00:00,4949,919,15.671896316507503,1,919,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,1
HSCL,HSCL_DAILY.csv,EQUITY_CURRENT_MAP,37bd26ea0e93b8d85c486ea7c55c1ff10dd4ea871cf6b7a5e9a7264ef6b0f240,2007-03-02 00:00:00,2026-08-13 00:00:00,4805,14,0.29075804776739356,0,0,0,0,1,0,False,2007-03-02 00:00:00,,CURRENTLY_ACTIVE,0
HUDCO,HUDCO_DAILY.csv,EQUITY_CURRENT_MAP,a9f5d16e361448064373c0589b898a73cd2d26f3142287488feb06f851aaee32,2017-05-19 00:00:00,2026-08-13 00:00:00,2287,2,0.087527352297593,0,0,0,0,0,0,False,2017-05-19 00:00:00,,CURRENTLY_ACTIVE,0
HYUNDAI,HYUNDAI_DAILY.csv,EQUITY_CURRENT_MAP,6b5ecbb96d7203bf0b0852babe0c32c6394ff9b1eb932b3e7cfcd31414c07edd,2024-10-22 00:00:00,2026-08-13 00:00:00,448,0,0.0,0,0,0,0,0,0,False,2024-10-22 00:00:00,,CURRENTLY_ACTIVE,0
ICICIAMC,ICICIAMC_DAILY.csv,EQUITY_CURRENT_MAP,cc27ea65099ac088ae34a872bd9a9c7dc88b1b19c5c3373665bfbfd8737a51d7,2025-12-19 00:00:00,2026-08-13 00:00:00,159,0,0.0,0,0,0,0,0,0,False,2025-12-19 00:00:00,,CURRENTLY_ACTIVE,0
ICICIBANK,ICICIBANK_DAILY.csv,EQUITY_CURRENT_MAP,256aa60cf0020d4c911d9669fbd7873d94cee05a48398a02e06b4bce2395658d,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
ICICIGI,ICICIGI_DAILY.csv,EQUITY_CURRENT_MAP,70b7b2d9e1dac39af97c02b7f27821762aadb01f24dbc64f39886dc769a8d1ef,2017-09-27 00:00:00,2026-08-13 00:00:00,2197,2,0.09111617312072894,0,0,0,0,0,0,False,2017-09-27 00:00:00,,CURRENTLY_ACTIVE,0
IDBI,IDBI_DAILY.csv,EQUITY_CURRENT_MAP,0a48236210f1f1b032e891e77982813a2c966fe5582f2bdac74f4cb40fb95f74,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
IDEA,IDEA_DAILY.csv,EQUITY_CURRENT_MAP,dee4116be2ccb583446266eb9eaddb4085fdcf793f77579f7d6df61dd9073392,2007-03-09 00:00:00,2026-08-13 00:00:00,4800,14,0.2910602910602911,0,0,0,0,0,0,False,2007-03-09 00:00:00,,CURRENTLY_ACTIVE,1
IDFCFIRSTB,IDFCFIRSTB_DAILY.csv,EQUITY_CURRENT_MAP,ffb712c51f28f604c6f5abe701d02d7184412eb74ec630cfe8ac2cb3136b3e70,2015-11-06 00:00:00,2026-08-13 00:00:00,2663,3,0.11269722013523667,0,0,0,0,0,0,False,2015-11-06 00:00:00,,CURRENTLY_ACTIVE,0
IFCI,IFCI_DAILY.csv,EQUITY_CURRENT_MAP,259b84b22b87ce7b88124b9b6e07facaf403687e8d4b9bc93976befffa1d2ab1,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
IGL,IGL_DAILY.csv,EQUITY_CURRENT_MAP,bdfc068263d919fa4c98c4ec75a9fe01b582b4feca49751571e826a9d431f1a5,2003-12-26 00:00:00,2026-08-13 00:00:00,5575,43,0.7659422871392946,1,22,0,0,0,0,False,2003-12-26 00:00:00,,CURRENTLY_ACTIVE,0
IIFL,IIFL_DAILY.csv,EQUITY_CURRENT_MAP,2e2ef4cfeaa691e222274812c40deb8ad91bcef1460031e077ed8484905ed24f,2005-05-17 00:00:00,2026-08-13 00:00:00,5249,19,0.3609422492401216,0,0,0,0,0,0,False,2005-05-17 00:00:00,,CURRENTLY_ACTIVE,0
IKS,IKS_DAILY.csv,EQUITY_CURRENT_MAP,3c5ada8c22ef3bd3190ce9212d91fa0e6eb33d18cec913e7b2834bc67ae77181,2024-12-19 00:00:00,2026-08-13 00:00:00,408,0,0.0,0,0,0,0,0,0,False,2024-12-19 00:00:00,,CURRENTLY_ACTIVE,0
INDHOTEL,INDHOTEL_DAILY.csv,EQUITY_CURRENT_MAP,9c9cbaaa6f6b8d6c6645438a7c06a70b93737b52af9f8bbbd231f1d258bcc8c2,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,0
INDIANB,INDIANB_DAILY.csv,EQUITY_CURRENT_MAP,63b378e17479bbc42f665df8fcefabc2e610118539540176abab92c2c672107f,2007-03-01 00:00:00,2026-08-13 00:00:00,4806,14,0.29069767441860467,0,0,0,0,0,0,False,2007-03-01 00:00:00,,CURRENTLY_ACTIVE,0
INDIAVIX,INDIAVIX_DAILY.csv,BENCHMARK_OR_INDEX,0ca45d71be3c4e35d3a532765048c8721f7e06968aed9c51f132888ba41ee86d,2009-03-02 00:00:00,2026-08-13 00:00:00,4307,14,0.32399907428835917,2,8,0,0,4294,13,False,2009-03-02 00:00:00,,CURRENTLY_ACTIVE,3
INDUSINDBK,INDUSINDBK_DAILY.csv,EQUITY_CURRENT_MAP,917cabe9b84e66a3e2145ee8cf871458d820212ff274c5c53238e04e748f11cd,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,0,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,1
INDUSTOWER,INDUSTOWER_DAILY.csv,EQUITY_CURRENT_MAP,19feb18deb2ef017aa06ad606945f3150ea6ced8045541444727d0eed0865458,2012-12-28 00:00:00,2026-08-13 00:00:00,3366,7,0.20777678836449986,0,0,0,0,0,0,False,2012-12-28 00:00:00,,CURRENTLY_ACTIVE,0
INFY,INFY_DAILY.csv,EQUITY_CURRENT_MAP,c89269fdb3b4fcfab66fae58acb746f3914ffc7b1717761cb1654488fc9653a3,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
INOXWIND,INOXWIND_DAILY.csv,EQUITY_CURRENT_MAP,6704a60d3771b6dcceca61d20d60b604330978906c45f555da0e3fe48b7b2d5d,2015-04-09 00:00:00,2026-08-13 00:00:00,2808,3,0.10687566797292483,0,0,0,0,0,0,False,2015-04-09 00:00:00,,CURRENTLY_ACTIVE,0
IOC,IOC_DAILY.csv,EQUITY_CURRENT_MAP,96cbc0abbf929ce80d345c3cf8527e94dae9676bece19c7ace98e45c1183240b,2003-01-27 00:00:00,2026-08-13 00:00:00,5804,46,0.7868628121792679,1,22,0,76,0,0,False,2003-01-27 00:00:00,,CURRENTLY_ACTIVE,5
IRCON,IRCON_DAILY.csv,EQUITY_CURRENT_MAP,49a1bdfb0ec7aff3af080869fb08b1ce3aa610d395c494ba780d09aed90f2b29,2018-09-28 00:00:00,2026-08-13 00:00:00,1949,1,0.051387461459403906,0,0,0,0,0,0,False,2018-09-28 00:00:00,,CURRENTLY_ACTIVE,0
IRCTC,IRCTC_DAILY.csv,EQUITY_CURRENT_MAP,6979b6da2c740e917b1f0d8242884e0045c4df7dd02151676f8d29e17d2933b2,2019-10-14 00:00:00,2026-08-13 00:00:00,1697,0,0.0,0,0,0,0,0,0,False,2019-10-14 00:00:00,,CURRENTLY_ACTIVE,0
IREDA,IREDA_DAILY.csv,EQUITY_CURRENT_MAP,c644a3b5611f5f183f050ec1291fa99a90dbd36db6ed285d9d77094523525912,2023-11-29 00:00:00,2026-08-13 00:00:00,671,0,0.0,0,0,0,0,0,0,False,2023-11-29 00:00:00,,CURRENTLY_ACTIVE,0
IRFC,IRFC_DAILY.csv,EQUITY_CURRENT_MAP,62d6d5b0a94df1b442aded53cb60c5e9a5043d770dd8599c5a71e32468f1bee2,2021-01-29 00:00:00,2026-08-13 00:00:00,1372,0,0.0,0,0,0,0,0,0,False,2021-01-29 00:00:00,,CURRENTLY_ACTIVE,0
ITC,ITC_DAILY.csv,EQUITY_CURRENT_MAP,eb78d80fbe7c305dab1eaf8a484eccdbc7303856c9c0142c2af8bedd22fb020f,2003-01-01 00:00:00,2026-08-13 00:00:00,5822,46,0.7844474761255116,1,22,0,0,0,0,False,2003-01-01 00:00:00,,CURRENTLY_ACTIVE,0
