symbol,company_name,index_name,action,announcement_date,effective_date,source_url,reference_reason
AKZOINDIA,Akzo Nobel India Ltd.,Nifty Smallcap250 Quality 50,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AMCL,ANB Metal Cast Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ANANTAM,Anantam Highways Trust,Nifty REITs & InvITs,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ANONDITA,Anondita Medicare Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
APARINDS,Apar Industries Ltd.,Nifty500 Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ARCIIL,ARC Insulation & Insulators Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ARKADE,Arkade Developers Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ASAHIINDIA,Asahi India Glass Ltd.,Nifty Smallcap250 Momentum Quality 100,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ASAHIINDIA,Asahi India Glass Ltd.,Nifty500 Momentum 50,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ASCOM,Ascom Leasing & Investments Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ASTRAZEN,AstraZenca Pharma India Ltd.,Nifty Smallcap250 Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ASTRAZEN,AstraZenca Pharma India Ltd.,Nifty500 Quality 50,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAGDIGITAL,B.A.G. Convergence Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJHFL,Bajaj Housing Finance Ltd.,Nifty100 ESG,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJHFL,Bajaj Housing Finance Ltd.,Nifty100 ESG Sector Leaders,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJHFL,Bajaj Housing Finance Ltd.,Nifty100 Enhanced ESG,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJHFL,Bajaj Housing Finance Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BANCOINDIA,Banco Products (India) Ltd.,Nifty Total Market Momentum Quality 50,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BASF,BASF India Ltd.,Nifty MidSmallcap400 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BASF,BASF India Ltd.,Nifty Smallcap250 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BATAINDIA,Bata India Ltd.,Nifty500 Low Volatility 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAYERCROP,Bayer Cropscience Ltd.,Nifty MidSmallcap400 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAYERCROP,Bayer Cropscience Ltd.,Nifty Smallcap250 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAYERCROP,Bayer Cropscience Ltd.,Nifty Total Market Momentum Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BEL,Bharat Electronics Ltd.,Nifty Alpha Quality Value Low-Volatility 30,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BEL,Bharat Electronics Ltd.,Nifty High Beta 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BEL,Bharat Electronics Ltd.,Nifty500 Flexicap Quality 30,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BERGEPAINT,Berger Paints India Ltd.,Nifty MidSmallcap400 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BERGEPAINT,Berger Paints India Ltd.,Nifty Total Market Momentum Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BERGEPAINT,Berger Paints India Ltd.,Nifty500 Low Volatility 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BERGEPAINT,Berger Paints India Ltd.,Nifty500 Momentum 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BHADORA,Bhadora Industries Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BHARTIHEXA,Bharti Hexacom Ltd.,Nifty500 Momentum 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BLACKBUCK,Blackbuck Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CANFINHOME,Can Fin Homes Ltd.,Nifty MidSmallcap400 Momentum Quality 100,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CANFINHOME,Can Fin Homes Ltd.,Nifty500 Multicap Momentum Quality 50,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CAPLIPOINT,Caplin Point Laboratories Ltd.,Nifty MidSmallcap400 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CAPLIPOINT,Caplin Point Laboratories Ltd.,Nifty Smallcap250 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CAPLIPOINT,Caplin Point Laboratories Ltd.,Nifty Smallcap250 Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CAPLIPOINT,Caplin Point Laboratories Ltd.,Nifty Total Market Momentum Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CAPLIPOINT,Caplin Point Laboratories Ltd.,Nifty500 Multicap Momentum Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CARRARO,Carraro India Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CCL,CCL Products (I) Ltd.,Nifty Smallcap250 Momentum Quality 100,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CEATLTD,Ceat Ltd.,Nifty500 Momentum 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CENTURYPLY,Century Plyboards (India) Ltd.,Nifty Smallcap250 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CEWATER,Concord Enviro Systems Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CHENNPETRO,Chennai Petroleum Corporation Ltd.,Nifty500 Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CHOICEIN,Choice International Ltd.,Nifty MidSmallcap400 Momentum Quality 100,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CHOICEIN,Choice International Ltd.,Nifty Smallcap250 Momentum Quality 100,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CHOICEIN,Choice International Ltd.,Nifty500 Momentum 50,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CLASSICEIL,Classic Electrodes (India) Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CLEAN,Clean Science and Technology Ltd.,Nifty Smallcap250 Quality 50,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CONNPLEX,Connplex Cinemas Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CRISIL,CRISIL Ltd.,Nifty Midcap150 Momentum 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CRISIL,CRISIL Ltd.,Nifty500 Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CUDML,Cash Ur Drive Marketing Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CURIS,Curis Lifesciences Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CURRENT,Current Infraprojects Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DAMCAPITAL,Dam Capital Advisors Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DBEIL,Deepak Builders & Engineers India Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DIFFNKG,Diffusion Engineers Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ECOLINE,Ecoline Exim Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EIDPARRY,E.I.D. Parry (India) Ltd.,Nifty Smallcap250 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EIEL,Enviro Infra Engineers Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ELECON,Elecon Engineering Co. Ltd.,Nifty500 Multicap Momentum Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ELGIEQUIP,Elgi Equipments Ltd.,Nifty Smallcap250 Quality 50,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EMAMILTD,Emami Ltd.,Nifty Midcap150 Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EMAMILTD,Emami Ltd.,Nifty Smallcap250 Momentum Quality 100,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EMAMILTD,Emami Ltd.,Nifty Smallcap250 Quality 50,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ERIS,Eris Lifesciences Ltd.,Nifty500 Momentum 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ETERNAL,Eternal Ltd.,Nifty Alpha 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ETERNAL,Eternal Ltd.,Nifty100 Alpha 30,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ETERNAL,Eternal Ltd.,Nifty200 Alpha 30,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
FINBUD,Finbud Financial Services Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
FINPIPE,Finolex Industries Ltd.,Nifty Smallcap250 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
FLYSBS,FlySBS Aviation Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GALAPREC,Gala Precision Engineering Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GARUDA,Garuda Construction and Engineering Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,Nifty Midcap150 Momentum 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,Nifty500 Momentum 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,Nifty500 Multicap Momentum Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GML,Galaxy Medicare Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Nifty Smallcap250 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GODAVARIB,Godavari Biorefineries Ltd.,,excluded,2025-12-26,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs26122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GODREJIND,Godrej Industries Ltd.,Nifty Midcap150 Momentum 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GPPL,Gujarat Pipavav Port Ltd.,Nifty Smallcap250 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GPPL,Gujarat Pipavav Port Ltd.,Nifty Smallcap250 Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GRAVITA,Gravita India Ltd.,Nifty Smallcap250 Quality 50,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GREENLEAF,Greenleaf Envirotech Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
GURUNANAK,Gurunanak Agriculture India Ltd.,Nifty SME Emerge,included,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
HAPPSTMNDS,Happiest Minds Technologies Ltd.,Nifty Smallcap250 Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
HAPPSTMNDS,Happiest Minds Technologies Ltd.,Nifty500 Low Volatility 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
HFCL,HFCL Ltd.,Nifty Smallcap250 Momentum Quality 100,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
HOMEFIRST,Home First Finance Company India Ltd.,Nifty500 Momentum 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
HONAUT,Honeywell Automation India Ltd.,Nifty500 Low Volatility 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,Nifty100 ESG,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,Nifty100 Enhanced ESG,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
IEX,Indian Energy Exchange Ltd.,Nifty500 Multicap Momentum Quality 50,excluded,2025-12-11,"December 31, 2025",https://www.niftyindices.com/Press_Release/ind_prs11122025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
