symbol,company_name,index_name,action,announcement_date,effective_date,source_url,reference_reason
APARINDS,Apar Industries Ltd.,Nifty Midcap 150,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
APARINDS,Apar Industries Ltd.,Nifty Smallcap 100,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
APARINDS,Apar Industries Ltd.,Nifty Smallcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
APARINDS,Apar Industries Ltd.,Nifty Smallcap 50,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
APARINDS,Apar Industries Ltd.,Nifty Alpha 50,excluded,2025-03-13,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs13032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
APOLLOTYRE,Apollo Tyres Ltd.,Nifty Auto,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
APOLLOTYRE,Apollo Tyres Ltd.,Nifty Transportation & Logistics,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ASAHIINDIA,Asahi India Glass Ltd.,Nifty Transportation & Logistics,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ASKAUTOLTD,ASK Automotive Ltd.,,excluded,2025-03-25,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs25032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ATUL,Atul Ltd.,Nifty Smallcap 50,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AURIONPRO,Aurionpro Solution Ltd.,Nifty Microcap 250,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AURIONPRO,Aurionpro Solution Ltd.,Nifty Total Market,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AVANTIFEED,Avanti Feeds Ltd.,Nifty 500,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AVANTIFEED,Avanti Feeds Ltd.,Nifty Microcap 250,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AVANTIFEED,Avanti Feeds Ltd.,Nifty Smallcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AVANTIFEED,Avanti Feeds Ltd.,Nifty500 Shariah,excluded,2025-03-13,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs13032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AVL,Aditya Vision Ltd.,Nifty Microcap 250,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AVL,Aditya Vision Ltd.,Nifty Total Market,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AWFIS,Awfis Space Solutions Ltd.,Nifty Microcap 250,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AWFIS,Awfis Space Solutions Ltd.,Nifty Total Market,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
AZAD,Azad Engineering Ltd.,,excluded,2025-03-25,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs25032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJCON,Bajaj Consumer Care Ltd.,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJELEC,Bajaj Electricals Ltd,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJHFL,Bajaj Housing Finance Ltd.,Nifty 100,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJHFL,Bajaj Housing Finance Ltd.,Nifty 200,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJHFL,Bajaj Housing Finance Ltd.,Nifty 500,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJHFL,Bajaj Housing Finance Ltd.,Nifty LargeMidcap 250,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJHFL,Bajaj Housing Finance Ltd.,Nifty Next 50,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAJAJHFL,Bajaj Housing Finance Ltd.,Nifty Total Market,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BALAMINES,Balaji Amines Ltd.,Nifty 500,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BALAMINES,Balaji Amines Ltd.,Nifty Microcap 250,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BALAMINES,Balaji Amines Ltd.,Nifty Smallcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BALAMINES,Balaji Amines Ltd.,Nifty500 Shariah,excluded,2025-03-13,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs13032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BALKRISIND,Balkrishna Industries Ltd.,Nifty 200,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BALKRISIND,Balkrishna Industries Ltd.,Nifty Midcap 100,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BALMLAWRIE,Balmer Lawrie & Co. Ltd.,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BALRAMCHIN,Balrampur Chini Mills Ltd.,Nifty FMCG,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BALUFORGE,Balu Forge Industries Ltd.,Nifty Total Market,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BANSALWIRE,Bansal Wire Industries Ltd.,Nifty Total Market,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BATAINDIA,Bata India Ltd.,Nifty MNC,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAYERCROP,Bayer Cropscience Ltd.,Nifty LargeMidcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAYERCROP,Bayer Cropscience Ltd.,Nifty Midcap 150,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BAYERCROP,Bayer Cropscience Ltd.,Nifty Smallcap 250,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BEL,Bharat Electronics Ltd.,Replacement in Nifty50 Value 20 index,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BHARTIHEXA,Bharti Hexacom Ltd.,Nifty India New Age Consumption,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BHARTIHEXA,Bharti Hexacom Ltd.,Nifty MidSmall IT & Telecom,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BIRLACORPN,Birla Corporation Ltd.,Nifty 500,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BIRLACORPN,Birla Corporation Ltd.,Nifty Smallcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
BLUEJET,Blue Jet Healthcare Ltd.,,excluded,2025-03-25,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs25032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CANFINHOME,Can Fin Homes Ltd.,Nifty Financial Services Ex-Bank,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CANFINHOME,Can Fin Homes Ltd.,Nifty MidSmall Financial Services,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CAPINVIT,Capital Infra Trust,Nifty200 Alpha 30,included,2025-03-13,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs13032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CARBORUNIV,Carborundum Universal Ltd.,Nifty India Manufacturing,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CARBORUNIV,Carborundum Universal Ltd.,Nifty LargeMidcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CARBORUNIV,Carborundum Universal Ltd.,Nifty Midcap 150,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CARBORUNIV,Carborundum Universal Ltd.,Nifty Smallcap 250,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CARBORUNIV,Carborundum Universal Ltd.,Nifty Transportation & Logistics,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CEIGALL,Ceigall India Ltd.,Nifty Total Market,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CELLO,Cello World Ltd.,Nifty 500,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CELLO,Cello World Ltd.,Nifty India New Age Consumption,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CELLO,Cello World Ltd.,Nifty Smallcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CELLO,Cello World Ltd.,Nifty500 Shariah,excluded,2025-03-13,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs13032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CELLO,Cello World Ltd.,,excluded,2025-03-25,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs25032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CENTRALBK,Central Bank of India,Nifty Smallcap 100,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CHEMPLASTS,Chemplast Sanmar Ltd.,Nifty 500,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CHEMPLASTS,Chemplast Sanmar Ltd.,Nifty Smallcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CHENNPETRO,Chennai Petroleum Corporation Ltd.,Nifty Smallcap 100,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CIEINDIA,CIE Automotive India Ltd.,Nifty 500,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CIEINDIA,CIE Automotive India Ltd.,Nifty Smallcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CIEINDIA,CIE Automotive India Ltd.,Nifty Transportation & Logistics,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CIEINDIA,CIE Automotive India Ltd.,Nifty500 Shariah,excluded,2025-03-13,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs13032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CONFIPET,Confidence Petroleum India Ltd.,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
CYIENTDLM,Cyient DLM Ltd.,Nifty India Defence,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DALBHARAT,Dalmia Bharat Ltd.,Nifty Housing,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DALBHARAT,Dalmia Bharat Ltd.,Nifty Transportation & Logistics,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DBCORP,D.B.Corp Ltd.,Nifty Media,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DBREALTY,Valor Estate Ltd.,Nifty India Tourism,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DCMSHRIRAM,DCM Shriram Ltd.,Nifty 500,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DCMSHRIRAM,DCM Shriram Ltd.,Nifty Smallcap 250,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DELTACORP,Delta Corp Ltd.,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DEN,Den Networks Ltd.,Nifty Media,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DEN,Den Networks Ltd.,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DHANUKA,Dhanuka Agritech Ltd.,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DISHTV,Dish TV India Ltd.,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DOMS,DOMS Industries Ltd.,,excluded,2025-03-25,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs25032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
DREAMFOLKS,Dreamfolks Services Ltd.,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EASEMYTRIP,Easy Trip Planners Ltd.,Nifty 500,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EASEMYTRIP,Easy Trip Planners Ltd.,Nifty India Tourism,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EASEMYTRIP,Easy Trip Planners Ltd.,Nifty Smallcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EIEL,Enviro Infra Engineers Ltd.,Nifty Total Market,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EMAMILTD,Emami Ltd.,Nifty FMCG,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EQUITASBNK,Equitas Small Finance Bank Ltd.,Nifty 500,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EQUITASBNK,Equitas Small Finance Bank Ltd.,Nifty Smallcap 250,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ESAFSFB,ESAF Small Finance Bank Ltd.,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
ESAFSFB,ESAF Small Finance Bank Ltd.,,excluded,2025-03-25,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs25032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EUREKAFORB,Eureka Forbes Ltd.,Nifty Total Market,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
EVEREADY,Eveready Industries India Ltd.,Nifty Total Market,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
FACT,Fertilisers and Chemicals Travancore Ltd.,Nifty 200,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
FACT,Fertilisers and Chemicals Travancore Ltd.,Nifty Midcap 100,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
FACT,Fertilisers and Chemicals Travancore Ltd.,Nifty Midcap 150,excluded,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
FACT,Fertilisers and Chemicals Travancore Ltd.,Nifty Smallcap 250,included,2025-02-21,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs21022025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
FEDFINA,Fedbank Financial Services Ltd.,,excluded,2025-03-25,"March 28, 2025",https://www.niftyindices.com/Press_Release/ind_prs25032025.pdf,HISTORICAL_INDEX_EVENT_SYMBOL_ABSENT_FROM_LOCAL_PRICE_DIRECTORY
